title,summary,prep_time,cook_time,servings,ingredients,instructions,calories,carbohydrates,protein,fat,saturated_fat,polyunsaturated_fat,monounsaturated_fat,trans_fat,cholesterol,sodium,potassium,fiber,sugar,vitamin_a,vitamin_c,calcium,iron,image_url,Vegetarian,Low-Purine,Low-fat/Heart-Healthy,Low-Sodium,Lactose-free,Peanut Allergy,Shellfish Allergy,Fish Allergy,Halal or Kosher
Spare Ribs with Ketchup and Pineapple,Spare Ribs braised in ketchup are an easy weeknight dinner the whole family will love. The fork-tender pork ribs and sweet and tangy sauce make a delicious main dish with steamed rice or mashed potatoes.,15 minutes,60 minutes,4,"2 pounds pork spareribs, cut into 2-inch cubes; salt and pepper to taste; 1 thumb-size fresh ginger, peeled and grated; 1 can (20 ounces) pineapple chunks, drained and juice reserved; 1 cup pineapple juice (from the canned pineapples); cup soy sauce; cup banana ketchup; 1 tablespoon canola oil; 1 onion, peeled and chopped; 2 cloves garlic, peeled and minced; 1 cup water","Season spare ribs with salt and pepper to taste. | Extract juice from grated ginger and discard the pressed ginger. | In a large bowl, combine pineapple juice (reserved from the canned pineapples), soy sauce, banana ketchup, and ginger juice. | Add spare ribs and massage the marinade into the meat. Marinate in the refrigerator for about 30 minutes. Drain meat well and reserve liquid. | In a pot over medium heat, heat oil. Add onions and garlic and cook until softened. | Add spareribs and cook, turning as needed, until lightly browned. | Add reserved marinade and water and bring to a boil. Lower heat, cover and cook for about 40 to 50 minutes or until meat is fork-tender and the sauce is reduced. | Add pineapple chunks and cook for about 2 to 3 minutes or until heated through. Serve hot.",642,41,28,41,12,0,0,0,127,1218,802,3,34,225,23,71,3,https://www.kawalingpinoy.com/wp-content/uploads/2017/09/spareribs-with-ketchup-and-pineapple-180x180.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Singapore Noodles,"Singapore Noodles are a Chinese takeout favorite for good reason. This noodle dish is seasoned with curry powder and loaded with bell peppers, shrimp, chicken, and sweet sausage for a hearty and tasty one-pot meal!",20 minutes,20 minutes,8,"1 package (6.5 ounces) rice noodle vermicelli (bihon); pound boneless, skinless chicken breast, sliced thinly; 1 teaspoon cornstarch; 2 tablespoons oyster sauce; 2 tablespoons soy sauce; 2 tablespoons Chinese wine; 1 teaspoon sugar; canola oil; pound shrimp, peeled and deveined; 4 pieces Chinese sausage, sliced thinly on a bias; 4 eggs; 1 onion, peeled and sliced thinly; 2 cloves garlic, peeled and minced; red bell pepper, seeded, cored, and sliced into strips; green bell pepper, seeded, cored, and sliced into strips; 2 tablespoons curry powder; 1 cup bean sprouts; salt and pepper to taste","In a large bowl, combine vermicelli and enough hot water to cover. Soak according to package directions until softened. Drain well. | In a small bowl, combine oyster sauce, soy sauce, Chinese wine, and sugar. Whisk together until well-combined. Set aside. | In a bowl, combine chicken and cornstarch. Stir to fully coat and let stand for about 8 to 10 minutes. Drain well. | In a wide pan over medium-high heat, heat one tablespoon of oil. Add eggs and cook, breaking into pieces, until just set but still moist. Remove from heat and keep warm. | Add another 2 tablespoons of oil and heat. Add chicken and cook until color changes. Remove from heat and keep warm. | Add shrimp and cook just until color changes to pink. With a slotted spoon, remove from wok and keep warm. | Add more oil if needed. Add Chinese sausages and cook until lightly browned. With a slotted spoon, remove from pan and keep warm. | Add another 1 tablespoon of oil. Add onions and garlic and cook until softened. | Add bell peppers and cook until tender yet crisp. | Add rice noodles, chicken, sausages, and shrimp. | Add sauce mixture and sprinkle in curry powder. Using tongs, toss gently to combine until noodles are evenly colored. | Add the scrambled eggs and bean sprouts. Toss for another 1 to 2 minutes or until heated through. | Season with salt and pepper to taste. Serve hot.",122,5,9,7,1,0,0,0,86,400,176,1,2,335,19,42,1,https://www.kawalingpinoy.com/wp-content/uploads/2021/07/singapore-noodles-1-158x158.jpg,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Crispy Soy Chicken,"Soy Sauce Chicken is the ultimate Asian-inspired chicken dish! with crispy skin and moist, flavorful meat, it's sure to be a family favorite!",10 minutes,50 minutes,4,"4 chicken leg quarters; 2 cups chicken stock or water; cup light soy sauce; cup dark soy sauce; cup Chinese rice wine; cup brown sugar; 3 whole star anise; 1 cinnamon stick; 4 cloves garlic, peeled and smashed; 1 thumb-sized ginger, peeled and smashed; teaspoon pepper; canola oil","In a deep, narrow pot over medium heat, combine chicken stock, soy sauce, rice wine, brown sugar, star anise, cinnamon, garlic, ginger, and pepper. Bring to a boil for about 5 minutes or until sugar is dissolved. | Add the chicken and boil for about 10 minutes, occasionally basting with liquid. Lower heat and simmer chicken for about 15 to 20 minutes, or until a thermometer inserted in the center of the meat reads 165 F. | Drain chicken from liquid and pat dry.Â Arrange in a single layer on a platter and keep uncovered in the refrigerator for 2 hours or up to overnight to completely dry. | In a wide skillet over medium heat, heat about 3-inches deep of oil to 350 F. | Add chicken and deep-fry, turning once or twice for about 3 to 5 minutes on each side or until heated through and skin is golden and crisp. | Using tongs, remove chicken from pan and drain on a wire rack. Serve hot.",431,3,24,34,7,0,0,0,141,614,315,0,3,115,0,12,1,https://www.kawalingpinoy.com/wp-content/uploads/2019/01/crispy-soy-chicken-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Pinais na Hipon,"Pinais na Hipon is a shrimp and pork dish wrapped in banana leaves and cooked in coconut milk. It's creamy, full of flavor, and so good with steamed rice!",20 minutes,20 minutes,4,"pound shrimp; cup shrimp juice; pound pork belly, chopped; 2 cups young coconut, shredded; 1 onion, peeled and chopped; 4 garlic cloves, peeled and minced; salt and pepper, to taste; 2 cups coconut cream","Rinse banana leaves well and wipe down to dry and rid off any dirt or debris. Cut into about 6-inch squares. | Peel, devein, and cut shrimp into small pieces. Reserve shrimp heads. | In a bowl, combine Â¼ cup water and shrimp heads. With the back of a spoon, gently press heads to extract the juice. Using a fine-mesh sieve, strain and set aside juice. | In a bowl, combine shrimp, pork, shredded young coconut, onions, garlic, and shrimp juice. Season with salt and pepper to taste. | On a banana leaf, spoon about 3 tablespoons of shrimp mixture. Fold sides of the leaf over filling to form a packet and tie with kitchen twine to fully secure. | In a wide pan, arrange banana packets in a single layer and pour coconut cream. | Cook over medium heat for about 15 to 20 minutes. Transfer banana packets onto a serving platter and keep warm. | Simmer coconut sauce in the pan until slightly reduced and thickened. Serve in a bowl on the side to spoon on the pinais.",757,18,20,71,54,0,0,0,163,464,682,7,4,0,10,113,5,https://www.kawalingpinoy.com/wp-content/uploads/2014/10/pinais-na-hipon-158x158.jpg,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
Daing na Bangus,"Daing na Bangus is marinated in vinegar and spices and fried to golden perfection. This popular Filipino breakfast staple is easy to make, flavorful, and budget-friendly, too. Delicious with steamed or fried rice for breakfast or any meal of the day!",5 minutes,10 minutes,4,"4 whole bangus, butterflied, gutted and deboned; 1 cup vinegar; 5 cloves garlic, peeled and crushed; 1 teaspoon peppercorns, cracked; 1 teaspoon salt; oil","Clean and debone the fish following the video below. Rinse under cold running water, removing any leftover blood and entrails. Drain well. | In a wide, deep dish (large enough to fit the fish), combine vinegar, garlic, peppercorns, and salt. Whisk together until salt is dissolved. | Add fish, making sure they are fully submerged in the solution. Marinate in the refrigerator for at least 4 hours or overnight for best results. | Drain fish from the vinegar and wipe down any stray aromatics. Discard marinade. | In a wide pan over medium heat, heat about 1-inch deep of oil. Gently slide in fish and cook for about 3 to 5 minutes on each side or until golden and cooked through. | Remove from pan and drain on paper towels. Serve hot.",225,0,34,10,2,0,0,0,85,8228,513,0,0,0,0,22,1,https://www.kawalingpinoy.com/wp-content/uploads/2015/09/boneless-daing-bangus-158x158.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Sesame Chicken,Looking for a healthier Asian dinner option? This easy sesame chicken recipe is made without breading or deep frying yet full of zesty flavor that the whole family is sure to love.,15 minutes,30 minutes,4,"2 pounds boneless, skinless chicken breast, cut into 1 -inch cubes; 3 tablespoons cornstarch; cup soy sauce; 2 tablespoons canola oil; 1 cup low sodium chicken broth; 2 tablespoons rice vinegar; 2 tablespoons toasted sesame oil; 3 tablespoons brown sugar; 1 tablespoon chili garlic paste; toasted sesame seeds; chopped green onion","In a bowl, combine chicken, 1 tablespoon of the cornstarch, 2 tablespoons of the soy sauce, and 1 tablespoon of the vegetable oil. Massage meat to fully coat and marinate for about 10 to 15 minutes. | In a bowl, combine chicken broth, the remaining 2 tablespoons soy sauce, rice vinegar, sesame oil, brown sugar, chili garlic paste, and the remaining 2 tablespoons cornstarch. Whisk together until blended. Set aside. | In a wok or a wide, thick-bottomed pan over high heat, heat the remaining 2 tablespoons canola oil. Add chicken and cook, turning as needed, until lightly browned. With a slotted spoon, remove chicken from the pan and drain on paper towels. Keep warm. | Add sauce mixture to the pan and bring to a boil, whisking vigorously to prevent lumps. Cook, whisking regularly, until thickened. | Add chicken and continue to cook for about 3 to 5 minutes or until heated through. | Remove from pan and transfer onto a serving platter. Garnish with sesame seeds and green onions, if desired. Serve hot.",464,17,51,20,3,0,0,0,145,1303,933,1,10,68,3,22,1,https://www.kawalingpinoy.com/wp-content/uploads/2020/12/easy-sesame-chicken-1-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Crispy Tuna Shanghai,"Crispy Tuna Shanghai are quick and easy to make and a healthier and cheaper alternative to meat spring rolls. They're cheesy, tasty, and delicious as a snack, appetizer, or main dish.",15 minutes,10 minutes,12,"2 cans (6.35 ounces each) tuna flakes in oil, drained well; cup water chestnuts, drained and finely chopped; cup carrots, shredded; cup red onions, finely chopped; salt and pepper to taste; quick melt cheese (Eden), cut into strips; 12 spring roll wrappers; canola oil","In a bowl, combine tuna, water chestnuts, carrots, and red onions. Stir to combine, breaking tuna into smaller pieces. | Season with salt and pepper to taste. Stir well. | Separate spring roll wrappers into individual sheets, Arrange a wrapper on a flat working surface. | Spoon tuna filling on the bottom part of the wrapper and top with a slice of cheese. Fold the wrapper over the filling and then fold sides. Roll tightly into a log and lightly dab with water on the end to completely seal. Repeat with the remaining mixture. | In a wide pan over medium heat, heat about 1-inch deep of oil. Add tuna lumpia in a single layer and deep-fry, turning as needed, until golden and crunchy. | Remove from pan and drain on a wire rack. Serve immediately with a choice of dipping sauce.",158,12,11,7,2,2,3,1,13,309,102,1,1,546,1,76,1,https://www.kawalingpinoy.com/wp-content/uploads/2021/08/tuna-shanghai-2-158x158.jpg,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Batso nga Tabungaw,"Batcho nga Tabungaw is a delicious Ilocano vegetable dish made with bottle gourd and ground pork flavored with tomatoes, bagoong monamon, annatto powder, and Magic Sarap. It's easy to make and budget-friendly, as it is nutritious and delicious.",10 minutes,20 minutes,4,"1 tablespoon oil; 2 shallots, peeled and chopped; 3 cloves garlic, peeled and minced; 1 pound ground pork; 2 large tomatoes, chopped; 1 cup water; 2 medium upo, peeled and diced; 1 cup hot water; 1 teaspoon annatto powder; 1 sachet Magic Sarap (8 gms); 3 tablespoons bagoong monamon (juice only); Salt and pepper to taste","In a wide pan, heat oil. Add onions and garlic and cook until softened. | Add ground pork and cook, breaking apart with the back of the spoon, until lightly browned. | Add tomatoes and cook, mashing with the back of the spoon, until softened and release juices. | Add 1 cup of water and bring to a boil. Lower heat, cover, and cook until ground pork is cooked. | In a bowl, combine 1 cup of hot water and annatto powder. Stir until dissolved. | Add upo to the pan. | Add annatto water, Magic Sarap, and bagoong monamon. Stir to distribute. | Bring to a boil. Cover and continue to cook for about 8 to 10 minutes or until upo is tender-crisp. | Season with salt and pepper to taste. Serve hot.",360,7,21,28,9,3,13,0,82,1245,570,1,3,106,10,58,2,https://www.kawalingpinoy.com/wp-content/uploads/2024/04/batcho-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Chicken and Pork Adobo,"Chicken Pork Adobo (CPA) is the ultimate comfort food! This Filipino stew is easy to make and bursting with savory, garlicky flavors that's perfect with steamed rice!",10 minutes,60 minutes,6,"1 tablespoon canola oil; 1 onion, peeled and sliced thinly; 1 head garlic, peeled and minced; 1 pounds pork shoulder or belly, cut into 2-inch cubes; 1 pounds chicken, cut into serving parts; 1 cup vinegar; cup soy sauce; 1 cup water; 2 bay leaves; salt and pepper to taste","In a wide pan over medium heat, heat oil. Add onions and garlic and cook until softened. | Add pork and cook, turning as needed, until lightly browned. Cook, stirring occasionally, for about 7 to 10 minutes. | Add chicken and cook, stirring occasionally, until lightly browned and juices run clear. | Add vinegar and bring to a boil, uncovered and without stirring, for about 2 to 3 minutes. | Add soy sauce, water, and bay leaves. Continue to boil for about 2 to 3 minutes, skimming scum that floats on top. | Lower heat, cover, and cook for about 30 to 40 minutes or until meat is tender and sauce is reduced. | Season with salt and pepper to taste. Serve hot.",293,4,27,17,5,3,8,0,93,1182,419,1,1,97,4,38,2,https://www.kawalingpinoy.com/wp-content/uploads/2021/07/chicken-pork-adobo-1-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Pinangat na Pompano,"Pinangat na Pompano stewed in tomatoes and tamarind is an easy one-pan meal the whole family will love. With plump fish and tangy sauce, this Filipino dish is delicious with steamed rice.",10 minutes,20 minutes,4,"2 pieces whole Golden pompano, cleaned and gutted; salt and pepper to taste; 1 tablespoon canola oil; 1 onion, peeled and chopped; 2 cloves garlic, peeled and minced; 1 thumb-size ginger, peeled and minced; 2 large Roma tomatoes, chopped; 1 tablespoon fish sauce; 2 cups water; 1 tablespoon tamarind powder","Wash pompano inside and out and pat dry. Cut into half, if desired, and season with salt to taste and pepper to taste. | In a wide pan over medium heat, heat oil. Add onions, garlic, and ginger and cook, stirring regularly, until softened. | Add tomatoes and cook, mashing with the back of a spoon, until they begin to soften and release juices. | Add fish sauce and continue to cook, stirring occasionally, for about 1 minute. | Add water and bring to a boil for about 2 to 3 minutes or until tomatoes are completely softened. | Add tamarind powder and stir until dissolved. | Add fish in a single layer. Lower heat and cover. Continue to cook for about 10 to 15 minutes or cooked through and liquid is reduced. | Season with salt and pepper to taste. Serve hot.",389,7,69,9,2,0,0,0,170,541,1179,1,4,260,6,53,2,https://www.kawalingpinoy.com/wp-content/uploads/2019/05/pinangat-pompano-158x158.jpg,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Pata Tim,Melt-in-your-mouth tender Pata Tim braised in a sweet and savory sauce. Easy to make and so good with steamed rice!,15 minutes,120 minutes,4,"4 pounds whole pork leg; 3 tablespoons oil; cup Chinese cooking wine; cup vinegar; 1 cup soy sauce; cup sugar; 3 pieces star anise; 4 cups water; 4 pieces frehs shitake mushrooms; 1 bundle bok choy, ends trimmed and leaves separated","Have the butcher cut pork leg at about 2 inches apart but not all the way through. Under cold running water, rinse pork leg. Pat dry. | In a wide pan over high heat, heat 2 tablespoons of the oil. Add pork leg and sear on all sides. Remove from pan and set aside. | In a large pot, combine Chinese cooking wine, vinegar, soy sauce, sugar, star anise, and water. Over medium heat, bring to a boil, stirring regularly until sugar is dissolved. | Gently place pork leg into the liquid mixture and boil for about 5 minutes. | Lower heat, cover and continue to cook for about 2 to 2 Â½ hours or until meat is very tender and almost falling off the bone. Add more water in Â½ cup increments as needed during cooking to maintain about 2 cups of sauce. | Rinse the mushrooms and mushrooms into 1-inch thick strips. | In a pan over high heat, heat the remaining 1 tablespoon oil. Add mushrooms and cook, stirring regularly, for about 1 minute or until heated through. Remove from pan and keep warm. | In the pan, add bok choy and cook, stirring regularly, for about 30 secondsÂ or until tender yet crisp. | To serve, place pork leg on a serving platter. Arrange bok choy and shitake mushrooms around pork leg. Spoon sauce over the vegetables and meat. Serve hot.",580,30,47,25,5,0,0,0,139,3411,856,0,25,0,1,50,4,https://www.kawalingpinoy.com/wp-content/uploads/2017/08/pata-tim-11-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Sinanglay na Tilapia,"Sinanglay na Tilapia is stuffed fish stewed in coconut milk and chili peppers. It's rich, creamy, and delicious with steamed rice.",15 minutes,25 minutes,4,"2 whole tilapia, cleaned, scaled, and gutted; 2 large Roma tomatoes, diced; 4 shallots, peeled and chopped; 1 thumb-sized ginger, peeled and minced; 1 teaspoon tamarind powder or 1 tablespoon lemon juice; 2 bunches large pechay leaves, stems trimmed; 4 (about 1 foot long each) pandan leaves; 1 can (13.5 ounces) coconut milk; 2 finger chili peppers; salt and pepper to taste","Rinse fish and make sure innards are completely removed. Season with salt and pepper to taste. | In a bowl, combine tomatoes, shallots, ginger, and tamarind powder. | Rinse pandan leaves and pat dry. | Divide tomato-onion mixture and gently spoon into the belly cavity of each fish. | Wrap fish with pechay and tie with pandan to completely secure. | In a wide pan, arrange prepared fish parcels in a single layer. | Add coconut milk and chili peppers. Season with salt and pepper to taste. | Cover and bring to a simmer over low heat. Continue to cook for about 20 to 25 minutes or until fish is cooked through and sauce is reduced. Serve hot.",356,19,26,23,19,0,0,0,43,409,1682,6,9,19025,199,479,7,https://www.kawalingpinoy.com/wp-content/uploads/2017/09/sinanglay-na-tilapia-158x158.jpg,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Hawaiian Fried Rice,"Hawaiian Fried Rice is easy to make and ready in minutes. It's loaded with ham, pineapples, veggies, eggs, and bacon for a hearty, one-pot meal the whole family will love. Perfect for busy weeknight dinners!",10 minutes,20 minutes,6,"1 tablespoon oil; 2 eggs, beaten; 5 strips bacon; 1 red bell pepper, seeded, cored, and chopped; 1 cup frozen green peas, thawed; 1 cups diced ham; 5 cups steamed rice (Jasmine); 1 can (20 ounces) pineapple chunks, drained well; 2 tablespoons soy sauce; 1 tablespoon sesame oil; 2 tablespoons green onions, chopped; salt and pepper to taste","In a large wok or nonstick skillet on medium heat, heat oil. Add beaten eggs and cook, stirring occasionally, until set but still wet. Remove from pan and keep warm. | Wipe down wok as needed. Add bacon and cook until browned and crisp. Remove from pan and drain on paper towels. Set aside. | In the pan, add onions and bell peppers and cook in the bacon drippings until softened. | Add green peas and ham. Cook for about 3 to 4 minutes, stirring frequently until heated through. | Add rice, soy sauce, and sesame oil. Cook, spreading the rice on theÂ entire cooking surface of theÂ pan, for about 45 seconds or until grains start to sizzle and then toss to redistribute. Repeat a few times until rice is heated through. | Add scrambled eggs, bacon, and pineapples. Cook, stirring regularly, for about 2 to 3 minutes or until heated through and well-distributed. | Season with salt and pepper. Garnish with green onions. Serve hot.",476,58,17,20,5,4,8,1,90,931,362,4,16,963,44,48,2,https://www.kawalingpinoy.com/wp-content/uploads/2024/03/easy-hawaiian-fried-rice-3-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Chicken Afritada,"This Chicken Afritada is made extra delicious with fresh tomatoes and NO canned tomato sauce! Loaded with potatoes, carrots, bell peppers, this classic Filipino chicken stew is a hearty and tasty meal the whole family will love.",10 minutes,40 minutes,4,"cup oil; 2 medium potatoes, peeled and quartered; 1 large carrot, peeled and cut into cubes; red bell pepper, cored and sliced into -inch thick strips; green bell pepper, cored and sliced into -inch thick strips; 1 whole chicken( about 3 pounds), cut into serving pieces; 1 small onion, peeled and sliced thinly; 3 cloves garlic, peeled and minced; 6 large Roma tomatoes; 1 tablespoon fish sauce; 1 cup water; cup frozen sweet peas, thawed; salt and pepper to taste","In a pan over medium heat, heat oil. | Add potatoes and carrots and cook, turning once or twice, until lightly browned. Remove from pan and drain on paper towels. | Remove excess oil from pan except for about 2 tablespoons. | Add bell peppers and cook for about 10 to 15 seconds. Remove from pan and drain on paper towels. | Add onions and garlic and cook until softened. | Add chicken and cook, turning on sides once or twice, until lightly browned. | Add tomatoes and cook, mashing regularly with back spoon until softened and release juices. | Add fish sauce and simmer for about 30 to 40 seconds. | Add water and bring to a boil. | Lower heat, cover, and cook for about 15 to 25 minutes or until chicken is tender and sauce is slightly reduced. | Add potatoes and carrots and continue to cook until fork-tender. | Add bell peppers and sweet peas. Cook for 1 to 2 minutes or until green peas are heated through and bell peppers are tender yet crisp. | Continue to simmer until sauce is reduced to desired consistency. Season with salt and pepper to taste. Serve hot.",669,29,46,40,10,0,0,0,163,542,1501,7,8,5050,82,94,6,https://www.kawalingpinoy.com/wp-content/uploads/2021/10/chicken-afritada-1-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Sweet and Sour Sauce Fish,"Level up plain fried fish fillets into this tasty Sweet and Sour Fish! It's easy to prepare, economical, and perfect for your everyday meals or even for special occasions.",15 minutes,20 minutes,4,"1 pound tilapia fillets, cut into 2-inch pieces; 2 tablespoons soy sauce; cup flour; cup cornstarch; salt and pepper to taste; 1 egg, well beaten; canola oil; 1 red bell pepper, seeded, cored, and cut into cubes; 1 onion, peeled and sliced thinly; 1 cup pineapple juice; cup rice vinegar; cup ketchup; cup brown sugar; 1 tablespoon cornstarch; 1 teaspoon salt","In a bowl, combine fish and soy sauce. Marinate for about 30 minutes in the refrigerator. Drain well. | In a bowl, whisk egg until frothy. | In another bowl, combine flour, cornstarch, and salt and pepper to taste. | Dredge fish fillets in flour mixture, dip in the beaten egg, and then dredge again in flour mixture to fully coat. | In a pan over medium heat, heat about 1-inch deep of oil. Add battered fish fillets and cook, turning once or twice, until golden and cooked through. Remove from pan and drain on paper towels. | In a bowl, combine pineapple juice, vinegar, ketchup, sugar, cornstarch, and salt. Stir until smooth. | In a pan over medium heat, heat about 1 tablespoon oil. Add bell peppers and onions and cook, stirring regularly, until half cooked. Remove from pan and set aside. | In the pan, add sauce mixture and bring to a boil, whisking regularly, for about 2 to 3 minutes or until thickened. | Add bell peppers and onions. | Add fried fish fillets and cook and toss quickly just until coated with sauce. Season with salt and pepper to taste. Serve hot.",496,72,28,10,2,3,5,1,98,1308,658,2,38,1071,47,66,2,https://www.kawalingpinoy.com/wp-content/uploads/2014/04/sweet-and-sour-fish-2-158x158.jpg,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Filipino Beef Tapa,Beef Tapa is a classic Filipino dish often served for breakfast with garlic fried rice and sunny side up eggs. It's easy to make and sure to be a family favorite.,10 minutes,10 minutes,6,"cup soy sauce; cup calamansi juice; 1 head garlic, peeled and minced; 2 tablespoons sugar; teaspoon salt; teaspoon pepper; 3 pounds beef sirloin, thinly sliced; canola oil","In a non-reactive bowl, combine soy sauce, calamansi juice, garlic, sugar, salt, and pepper. Stir until sugar and salt are dissolved. | Add beef and massage to fully coat with marinade. Keep overnight in the refrigerator to cure. Drain meat from marinade. | In a wide pan over medium heat, heat about 1 tablespoon oil. | Add beef in a single layer and cook, turning on sides, for about 3 to 5 minutes or until liquid (meat will dispel liquid) is almost absorbed. | Add another 1 tablespoon of oil and continue to cook until the meat is lightly browned and caramelized. | Remove from pan and cut into serving portions. Serve hot.",354,7,51,12,3,0,0,0,125,1406,834,1,5,0,5,58,5,https://www.kawalingpinoy.com/wp-content/uploads/2016/01/filipino-beef-tapa-7-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Chicken Caldereta,"Kalderetang Manok is a Filipino stew made of chicken, potatoes, bell peppers, and green olives in a spicy tomato sauce. It's hearty, tasty, and delicious with steamed rice!",15 minutes,45 minutes,6,"1 (3 to 4 pounds) whole chicken, cut into serving parts; cup pineapple juice; cup soy sauce; salt and pepper to taste; cup canola oil; 2 medium potatoes, peeled and quartered; 1 large carrot, peeled and cut diagonally in a bias into -inch thick; 1 small green bell pepper, cored, seeded and cut into 2-inch cubes; 1 small red bell pepper, cored, seeded and cut into 2-inch cubes; 1 onion, peeled and chopped; 3 cloves garlic, peeled and minced; 3 Thai chili peppers, stemmed and chopped; 2 cups tomato sauce; 1 cups water; cup green olives; cup liver spread; cup Eden cheese or any quick melt cheese","In a large bowl, combine chicken, pineapple juice, soy sauce, and salt and pepper to taste. Marinate chicken for about 30 minutes. Drain very well, reserving liquid. | In a wide pan over medium heat, heat oil. Add potatoes and cook until lightly browned. Remove from pan and drain on paper towels. | Add carrots and cook until lightly browned. Remove from pan and drain on paper towels. | Add bell peppers and cook, stirring regularly, for about 30 seconds. Remove from pan and drain on paper towels. | In the pan, add chicken and cook until lightly browned. Remove from pan and drain on paper towels. Discard excess oil from pan, leaving about 2 tablespoons. | Add onions and garlic and cook until softened. | Add tomato sauce, water and reserved marinade. Bring to a boil. | Add chili peppers and cook for about 30 seconds. | Add chicken and olives. | Lower heat, cover and continue to cook for about 15 to 20 minutes or until chicken is tender and cooked through. | Add potatoes and carrots and cook until tender. | Add liver spread and stir until well well-distributed. | Add cheese and stir until melted. Season with salt and pepper. | Add bell peppers. Continue to cook for about 2 to 3 minutes or until sauce is thickened. Serve hot.",446,22,26,29,7,0,0,0,88,975,895,4,8,3213,91,97,5,https://www.kawalingpinoy.com/wp-content/uploads/2020/01/chicken-caldereta-158x158.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Hawaiian Chicken,"Sweet and tangy Hawaiian pineapple chicken for an easy weeknight dinner the whole family will love. Can be made on the stovetop, in the oven, or in a crockpot!",10 minutes,50 minutes,6,"3 pounds bone-in chicken thighs; salt and pepper to taste; 2 tablespoons canola oil; green bell peppers, cored, seeded and cubed; red bell peppers, cored, seeded and cubed; 1 onion, peeled and sliced thinly; 1 thumb size ginger, peeled and minced; 2 cloves garlic, peeled and minced; 1 cup pineapple juice (reserved from canned pineapples); cup soy sauce; cup chicken broth or water; 2 tablespoons brown sugar; 1 cup pineapple chunks; 1 tablespoon cornstarch; cup water","Trim chicken thighs of excess fat and season with salt and pepper to taste. Set aside. | In a wide pan over medium heat, heat 1 tablespoon of the oil. Add bell peppers and cook for about 30 to 40 seconds or until tender-crisp. Remove from pan and drain on paper towels. | In the pan, add the remaining 1 tablespoon oil. Add chicken in a single layer and cook for about 2 to 4 minutes on each side or until lightly browned. Remove from pan and drain on paper towels. | Drain excess oil in the pan except for about 1 tablespoon. Add onions, ginger, and garlic and cook, stirring regularly, until softened and aromatic. | In a bowl, combine pineapple juice, soy sauce, broth or water, and brown sugar. Stir until sugar is dissolved. Add to the pan and bring to a boil. | Add browned chicken.Â Cover, lower heat, and simmer for about 25 to 30 minutes or until chicken is tender. | Add pineapples and bell peppers and cook for about 2 to 4 minutes or until heated through. | In a small bowl, combine cornstarch and water. Stir until smooth.Â Slowly add to the pan, stirring to prevent lumps. Continue to cook for about 3 to 5 minutes or until sauce is thickened. | Season with salt and pepper to taste. Serve hot.",581,29,33,36,9,0,0,0,188,693,648,2,22,545,35,47,2,https://www.kawalingpinoy.com/wp-content/uploads/2018/06/hawaiian-chicken-1-2-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
