title,summary,prep_time,cook_time,servings,ingredients,instructions,calories,carbohydrates,protein,fat,saturated_fat,polyunsaturated_fat,monounsaturated_fat,trans_fat,cholesterol,sodium,potassium,fiber,sugar,vitamin_a,vitamin_c,calcium,iron,image_url,Vegetarian,Low-Purine,Low-fat/Heart-Healthy,Low-Sodium,Lactose-free,Peanut Allergy,Shellfish Allergy,Fish Allergy,Halal or Kosher
Oven Baked Crusted Pork Loin,,10 minutes,20 minutes,3,1/2 lb. pork loin sliced crosswise|1  egg beaten|1/4 cup all-purpose flour|3/4 cup Panko breadcrumbs|4 tablespoons olive oil|Salt and pepper,Sprinkle salt and pepper on the sliced pork. Gently rub and then let it stand for 30 minutes.|Preheat oven to 350 degrees Fahrenheit.|Dredge the pork in flour and then dip in beaten egg. Place the pork in the bowl with the breadcrumbs and press a little to let the bread crumbs coat and stick.|Heat olive oil in a pan.|Pan-fry the crusted pork in low to medium heat for about 3 to 4 minutes per side.|Transfer the pan fried pork in an oven tray. Bake for 20 minutes.|Transfer to a serving plate.|Serve with your favorite condiment. Share and enjoy!,213,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/05/Oven-Baked-Crusted-Pork-Loin-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Easy Chicken Tacos,,10 minutes,35 minutes,8,4 pieces 4 oz. boneless and skinless chicken breasts|2 cups guacamole|1 teaspoon chili powder|1 teaspoon paprika|1 tablespoon garlic powder|1 teaspoon salt|1/2 teaspoon ground black pepper|2 cups pico de gallo|10 to 12 pieces flour tortilla,"In a bowl, combine garlic powder, paprika, chili powder, salt, and pepper. Mix well.|Rub the mixture over the chicken breasts. Let it stand for at least 1 hour.|Preheat oven to 350 degrees Fahrenheit.|Arrange the chicken breast in a greased baking tray. Bake for 35 minutes.|Remove the chicken from the oven. Let it rest and then slice.|Cover the flour tortilla with paper towel. Microwave for 20 seconds|Arrange the chicken slices in the middle of the flour tortilla along with the guacamole and pico de gallo|Serve. Share and enjoy!",276,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/04/Easy-Chicken-Tacos-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Teriyaki Salmon Recipe,,10 minutes,15 minutes,2,2  5 oz. salmon fillet|1 1/4 cup Teriyaki sauce|Salt and pepper to taste|1/2 teaspoon cornstarch dissolved in 1 tablespoon cold water,"Place the salmon fillet in a freezer bag and then pour-in 3/4 cup of teriyaki sauce. Seal the freezer bag and let the salmon marinate for 3 hours.|Meanwhile, prepare the teriyaki glaze by heating the remaining Teriyaki sauce in a sauce pan and adding-in the cornstarch diluted in water. Stir and cook until the texture becomes thicker. Turn off the heat and let cool. Set aside.|Preheat oven to 360 degrees Fahrenheit.|Arrange the marinated salmon in a greased baking pan. Brush the top with the teriyaki glaze.|Bake the salmon for 15 to 17 minutes.|Brush the remaining glaze on top. Arrange each salmon fillet over brown rice.|Serve. Share and enjoy!",50,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/05/Teriyaki-Salmon-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Tofu with Mushroom Gravy,,5 minutes,25 minutes,3,"1  14 oz. package extra firm tofu, sliced into 1/2 inch thick flat pieces|5 tablespoons olive oil|2  4 oz. can, sliced button mushroom|3 tablespoons salted butter|1/4 cup all-purpose flour|2 cups vegetable broth|Salt and pepper to taste","Heat the olive oil in a frying pan.|Pan-fry the sliced tofu in medium heat for about 7 to 10 minutes per side. Set aside.|Heat a saucepan. Add the butter and melt.|When the butter becomes hot, gradually add the flour while stirring. Continue cooking while stirring gradually until the color of the mixture turns light brown.|Pour-in the vegetable broth. Stir until the texture becomes smooth.|Add the mushrooms. Simmer while stirring once in a while until the texture thickens and the desired consistency is achieved.|Arrange the fried tofu on a serving plate. Top with mushroom gravy.|Serve. Share and enjoy!",149,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/05/Tofu-with-Mushroom-Gravy-152x152.jpg,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Tilapia with Salted Black Beans,,10 minutes,40 minutes,4,1  large tilapia sliced crosswise (steak cut)|1/4 cup canned tausi salted black beans - discard the water|1/2 cup chopped flat leaf parsley|1  medium yellow onion diced|2 teaspoon minced garlic|1 1/2 tablespoons oyster sauce|1 tablespoon soy sauce|1 teaspoon cornstarch diluted in 1/2 cup water|cooking oil|Salt and pepper to taste,"Rub salt and pepper all over the sliced tilapia. Let it stand for 10 minutes.|Heat 1 cup of cooking oil in a frying pan.|Pan-fry the sliced tilapia in medium heat for about 5 minutes per side or until the color turns medium brown. Remove the fried tilapia and place in a plate lined with paper towel.|In a clean cooking pan, heat about 2 tablespoons of cooking oil.|Saute the garlic and onion.|When the onion softens,add the parsley and salted black beans.|Put the fried tilapia in the pan. Add the soy sauce, oyster sauce, and cornstarch diluted in water. Stir gently and let boil. Cover and simmer for 10 to 15 minutes.|Add pepper to taste. Note: you can add more water to make it taste less salty.|Transfer to a serving bowl.|Serve. share and enjoy!",143,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/03/Tilapia-with-Salted-Black-Beans-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Fish Tinola Recipe,,5 minutes,30 minutes,2,4 oz. Salmon fillet|1  medium Chayote peeled and wedged|1  medium onion sliced|2 pieces Finger chili|2 cups Malunggay leaves|1 tablespoon ginger sliced into thin strips|2 tablespoons fish sauce|4 cups water| teaspoon ground black pepper|2 tablespoons extra-virgin olive oil,"Heat the olive oil in a pan.|When the oil becomes hot, pan-fry the salmon fillets for about a minute per side. Remove from the pan and set aside.|On the same pan using the remaining oil, sauté the onion and ginger|Sprinkle the ground black pepper and then pour-in the fish sauce.|Pour-in the water. Let boil.|Put-in the chayote and finger chili. Cook for 5 minutes.|Add the pan-fried salmon. Simmer for 5 minutes.|Add-in the malunggay leaves. Turn off the heat and then cover the cooking pot. Let it stay for 5 minutes.|Transfer to a serving bowl. Serve.|Share and enjoy!",205,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/03/Fish-Tinola-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Rosemary Garlic Pork Tenderloin,,10 minutes,30 minutes,6,3 to 4 lbs pork tenderloin|5  sprigs rosemary minced|1 1/2 tablespoons minced garlic|1 1/2 teaspoons salt|1/2 teaspoon ground black pepper|1/4 cup extra virgin olive oil,"Combine the garlic and rosemary. Using a mortar and pestle, grind the ingredients until a paste-like consistency is achieved.|Combine the garlic-rosemary mixture with olive oil, salt, and pepper. Mix well.|Rub the mixture all over the pork tenderloin. Let it stand for 30 minutes to 1 hour.|Grill the pork tenderloin for about 5 to 7 minutes per quarter of a side. This means that we will rotate the meat 4 times.|Let the meat rest for 10 minutes. Slice.|Transfer to a serving plate.|Serve. Share and enjoy!",167,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/04/Rosemary-Garlic-Pork-Tenderloin-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Chicken Pesto Pasta,,10 minutes,30 minutes,3,1 lb. uncooked penne pasta|1 lb. boneless chicken breasts|1 1/2 cups basil pesto|1/4 cup chopped sun dried tomato|1/4 cup Parmesan cheese|1 1/2 teaspoons salt|1/2 teaspoon ground black pepper,"Cook the penne pasta according to package instructions. Set aside|Flatten the chicken breast by gently pounding using a meat tenderizer. Rub salt and pepper on the chicken breast. Let it stay for 10 minutes.|Grill each side of the chicken breasts for 5 to 7 minutes. Let the meat rest for 5 to 8 minutes and then slice into thick strips.|Combine the cooked pasta, sliced chicken breast, pesto, sun-dried tomato, and Parmesan cheese in a large mixing bowl. Toss until all the ingredients are well incorporated.|Transfer to individual plates.|Serve with garlic bread. Share and enjoy!",429,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/04/Chicken-Pesto-Pasta-152x152.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Slow Cooker Beef Stew,,10 minutes,,6,2 lbs beef sirloin cubed|1 1/4 cups baby carrots|3 tablespoons AP flour|3  large potatoes cubed|1/4 cup minced celery stalk|2  medium yellow onions minced|1 1/2 cups warm water|1  pouch about an oz. onion soup mix powder|3 tablespoons red wine|1 teaspoon salt|1/2 teaspoon ground black pepper|4 tablespoons cooking oil,"Heat the cooking oil in a pan.|Sauté the onion and celery until the texture becomes soft. Set aside.|Dredge the beef in flour. Make sure that all sides are coated.|Using the remaining cooking oil pan fry the beef cubes until the color turns light brown (about 5 minutes). Set aside.|Combine the water and onion soup mix. Mix well.|Combine the pan-fried beef, sautéed onions and celery, potatoes, carrots, red wine, salt, pepper, and water with onion soup mix in a slow cooker. Stir once and slow cook for 5 to 7 hours.|Serve with biscuits, garlic toast, rice, or French bread.|Share and enjoy!",266,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Slow-Cooker-Beef-Stew-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kikiam Recipe,,15 minutes,20 minutes,4,1 lb. ground pork|1/2 lb. shrimp minced|1  medium carrot minced|1  medium onion minced|1 tablespoon five spice powder|2 teaspoons salt|1/2 teaspoon ground black pepper|1 tablespoon cornstarch diluted in 2 tablespoons water|6 pieces bean curd sheets tawpe|1 cup cooking oil,"In a large mixing bowl, combine pork, shrimp, carrot, onion, five spice powder, salt, and pepper. Mix well.|Lay a piece of bean curd sheet flat on a table. Scoop a decent amount of pork mixture and arrange it at one end of the bean curd sheet.|Fold the top and bottom ends of the bean curd sheets and then roll the sides until a sausage-like figure is formed. Dip your fingers in the cornstarch mixture and run it on the end of the bean curd sheet. This will help secure the kikiam.|Prepare the steamer. Pour-in 4 cups of water and let boil. Arrange the kikiam in the steamer and then steam for 20 to 25 minutes.|Remove from the steamer and then set aside. Note: You can place some in the freezer for later use once the temperature goes down or you can fry everything at once.|Heat the cooking oil in a pan.|Pan-fry the kikiam until the wrapper turns golden brown.|Remove from the pan and then slice into serving pieces.|Serve. Share and enjoy!",307,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/03/Kikiam-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sinigang na Tilapia sa Miso Recipe,,10 minutes,40 minutes,2,"1  large tilapia about a pound or more, scales and innards removed|2 tablespoons yellow miso paste|2  medium tomatoes wedged|1  medium yellow onion quartered|5 to 7 pieces mustard leaves|2 1/2 tablespoons fish sauce|8 pieces okra|1  sachet sinigang mix|5 cups water|Ground black pepper to taste|1 cup cooking oil","Slice the tilapia crosswise into half. Rub salt all over the fish. Let it stand for 10 minutes.|Heat 1 cup of cooking oil in a pan.|When the oil turns hot, pan-fry each side of the tilapia in medium heat for 5 minutes.|Remove the tilapia and place in a clean plate. Set aside.|Meanwhile, scoop about 2 tablespoons of cooking oil from the pan where the fish was fried and place it in a cooking pot.|Heat the cooking pot. When the oil heats-up, sauté the garlic, onion, and tomatoes|Add the miso paste and then pour-in the fish sauce and water. Let boil.|Add the sinigang mix. Stir.|Put the fried tilapia in the cooking pot. Cook for 3 minutes.|Add the okra. Cook for 2 minutes.|Turn the heat off. Sprinkle some ground black pepper and add the mustard leaves. Cover for 5 minutes.|Transfer the fish into a serving bowl.|Serve. Share and enjoy!",198,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/03/Sinigang-na-Tilapia-sa-Miso-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Pork with Salted Black Beans,,10 minutes,45 minutes,3,1 lb. pork tenderloin sliced into thin strips|1/2 cup flat leaf parsley chopped|1/4 cup salted black beans discard the liquid that goes with it|1 tablespoon oyster sauce|1  medium yellow onion minced|1 teaspoon minced garlic|2 teaspoons cornstarch diluted in 4 teaspoons water|3/4 cup water|Ground black pepper to taste|3 tablespoons cooking oil,"Heat the cooking oil in a pan.|Saute garlic and onion.|When the onion becomes soft, add the pork slices. Cook for 1 minute.|Put-in the salted black beans, oyster sauce, and parsley. Stir and cook for 3 minutes.|Pour-in the water. Cover the pan and let the water boil. Simmer for 15 to 20 minutes (add more water if needed).|Pour-in cornstarch diluted in water. Sprinkle some ground black pepper. Stir|Transfer to a serving plate. Serve.|Share and enjoy!",325,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/03/Pork-with-Salted-Black-Beans-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Misua with Patola and Shrimp,,5 minutes,30 minutes,3,"1  medium sized patola sponge gourd, peeled and sliced|1/2 lb. shrimp cleaned and shell removed|2 ounces misua noodles|1/2 cup tomato sauce|1  small onion minced|2 teaspoons minced garlic|1 teaspoon equivalent of shrimp bouillon|2 tablespoons fish sauce|4 to 5 cups water|3 tablespoons toasted garlic|3 tablespoons cooking oil|Salt and pepper to taste","Heat the cooking oil in a deep cooking pot.|Saute onion and garlic.|Pour-in the fish sauce and tomato sauce. Sprinkle about half a teaspoon of ground black pepper.|Add the shrimp. Cook for 1 minute.|Pour-in the water. Let boil.|Add the misua, shrimp bouillon and patola. Cook for 3 to 6 minutes.|Sprinkle some salt and pepper, if needed.|Transfer to a serving bowl. Top with toasted garlic.|Serve. Share and enjoy!",314,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Misua-with-Patola-and-Shrimp-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Pata Pochero Recipe,,10 minutes,,4,"3 lbs. Pig's leg pata, cut in 2  inches length|1  bunch bok choy|3 pieces ripe saba banana sliced|2  medium potatoes cubed|1 cup cubed calabaza squash kalabasa|1/2 cup tomato sauce|6 to 8 cups water|1 piece beef broth or 2 teaspoons beef powder|1 teaspoon minced garlic|1  small onion minced|3 tablespoons cooking oil|2 tablespoons fish sauce|Ground black pepper to taste","Heat the cooking oil in a cooking pot.|Saute the garlic and onion.|Add the pata and cook for 3 to 5 minutes or until all sides are light to medium brown.|Pour-in the fish sauce, tomato sauce, and water. Add the beef cube (or powder). Let boil.|Cover and then simmer for 50 to 70 minutes.|Add the potato, banana, and calabaza squash. Cook for 5 to 7 minutes.|Put-in the bok choy (or pechay) and then sprinkle some ground black pepper. Cover.|Turn the heat off. Let the cover stay for 5 minutes until the residual heat cooks the bok choy.|Transfer to a serving bowl. Serve.|Share and enjoy!",357,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/03/Pata-Pochero-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Basil Chicken Recipe,,10 minutes,20 minutes,4,1 lb. ground chicken breast|12 to 15 pieces fresh basil leaves or holy basil|1 1/2 tablespoons brown sugar|2 tablespoons fish sauce|2 teaspoons minced garlic|1 teaspoon chili flakes|3 tablespoons cooking oil|Ground black pepper to taste,Heat the cooking oil in a pan.|Saute the garlic and then add the chili flakes|Put-in the ground chicken. Cook for 3 minutes.|Pour-in the fish sauce and then add the brown sugar. Cook I medium heat for 5 to 10 minutes or until the liquid evaporates.|Add the basil and ground black pepper. Stir and cook for 1 to 2 minutes.|Transfer to a serving plate. Serve.|Share and enjoy!,213,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Basil-Chicken-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Chicken with Broccoli Recipe,,10 minutes,30 minutes,4,1 lb chicken breast sliced into thin pieces|1  small head broccoli chopped into florets|1  medium yellow onion sliced|1 tablespoon minced ginger|1 teaspoon garlic powder|3/4 cup cornstarch|1  egg beaten|2 1/2 tablespoons oyster sauce|1 teaspoon soy sauce|2 teaspoons cornstarch diluted in 1/2 cup water|3/4 cup cooking oil|salt and pepper to taste,"Sprinkle salt and pepper on the sliced chicken. Let it stand for 10 minutes.|Heat the cooking oil in a pan.|Dip the chicken slices in beaten egg and then dredge in cornstarch.|Fry the coated chicken for about 2 minutes per side or until the color turns light to medium brown. Remove from the pan and place in a plate lined with paper towel.|Clean the pan and save about 2 tablespoons of cooking oil.|Heat the clean pan with the remaining cooking oil.|Add the onion and ginger. Cook for a minute.|Put-in the fried chicken slices. Stir.|Put-in the oyster sauce, soy sauce, garlic powder, and water (with cornstarch). Stir and continue cooking for 3 minutes in medium heat.|Add the broccoli florets. Cook for 2 to 3 minutes more.|Sprinkle salt and pepper to taste.|Transfer to a serving plate. Serve.|Share and enjoy!",627,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Chicken-with-Broccoli-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Ginataang Galunggong Recipe,,5 minutes,40 minutes,4,"4 pieces medium round scad galunggong, cleaned and salted|4 pieces Serrano peppers|3 cups coconut milk|1  knob ginger sliced into strips|1 tablespoon fish sauce|1/2 teaspoon ground black pepper|1  small red onion sliced|2 cloves crushed garlic","Pour the coconut milk in a wide cooking pot. Let it boil.|Add the garlic, ginger, onion, fish sauce, and ground black pepper. Stir. Cover and cook for 5 minutes.|Arrange the fish in the cooking pot along with the Serrano pepper. Cover and then continue cooking in medium heat for 30 minutes.|Remove the cover. Let the sauce reduce to about 1/2 to 3/4 cups.|Transfer to a serving plate. Serve with warm rice.|Share and enjoy!",197,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/03/Ginataang-Galunggong1-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Pata Kare-kare Recipe,,10 minutes,50 minutes,4,"2 lbs. Pork shank pata, cut into 2 inch thick pieces|1 1/2 cups crushed peanuts|1/2 cup peanut butter|2  medium Chinese eggplant sliced|2 tablespoons fish sauce|1  bunch bok choy cleaned|1 1/2 cups string beans cut in 3 inches length|1  medium onion diced|5 cloves garlic crushed|1 tablespoon annatto powder|3 tablespoons cooking oil|1/2 teaspoon ground black pepper|2 cups water or beef broth|salt|1/4 cup shrimp paste bagoong","Pour 2 quarts of water in a cooking pot. Let boil.|Add about 3 teaspoons of salt, and the put in the pork shank. Simmer for 1 hour.|Remove the pork from the cooking pot. Set aside.|In a clean cooking pot, heat oil. Saute the garlic and onion.|Add the ground black pepper. Stir. Add the pork. Cook for 2 minutes.|Put-in the fish sauce, crushed peanut, peanut butter, and annato powder. Stir.|Pour-in the beef broth (or water). Bring to a boil.|Simmer for 20 to 30 minutes while stirring once in a while. Add water as necessary.|When the texture thickens, add the eggplant. Cook for 5 minutes.|Put-in the string beans. Cook for 3 minutes.|Add the bok choy. Cover and then turn the heat off. Let the veggies cook using the residual heat for 5 to 7 minutes (do not remove the cover).|Transfer to a serving bowl. Serve with shrimp paste.|Share and enjoy!",333,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Pata-Kare-Kare-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Teriyaki Bistek Recipe,,30 minutes,45 minutes,5,2 lbs. skirt steak sliced|1 piece lemon|3/4 cup low sodium soy sauce|2 tablespoons granulated white sugar|1  medium white onion sliced crosswise|1 cup water|1 tablespoon cornstarch diluted in 2 tablespoons cold water|2 teaspoons sesame oil|1 tablespoon sesame seeds|1/4 cup cooking oil|Salt and pepper to taste,"Combine soy sauce, sugar and juice from 1 lemon. Mix well.|Marinate the skirt steak in the soy sauce mixture for 30 minutes.|Segregate the beef with the marinade.|Heat the cooking oil and then sear the marinated beef for 3 minutes.|Pour-in the remaining marinade, water, and sesame oil. Stir and then let boil. Simmer for 30 minutes Add water as necessary.|Let the liquid reduce to half. Pour-in cornstarch diluted in water. Stir until the sauce thickens.|Add salt and pepper.|Add the onion. Cover and cook for 2 minutes.|Transfer to a serving plate. Sprinkle sesame seeds on top.|Serve. Share and enjoy!",322,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Teriyaki-Bistek-Recipe02042439-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Squid Sisig Recipe,,20 minutes,15 minutes,4,2  large squids cleaned and ink sacks removed|2  medium yellow onion minced|2 teaspoons minced ginger|2 tablespoons cooking oil|1 tablespoons soy sauce|2 tablespoon garlic powder|2 teaspoons salt,"Rub 1 teaspoon salt on the squid. Let it stand for 5 minutes.|Grill the squid for 3 to 4 minutes per side. Remove from the grill. Let cool.|Chop the squid into small pieces.|Heat the oil in a pan and then saute the garlic, onion, and ginger.|Put-in the chopped squid. Stir and then cook for a minute.|Add the garlic powder, salt, and soy sauce. Stir and cook for 2 to 3 minutes.|Transfer to a serving plate. Garnish with crushed chicharon and chopped scallions.|Serve with lemon wedges. Share and enjoy!",189,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Squid-Sisig-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Fish Kardilyo Recipe,,5 minutes,25 minutes,4,"4 Pieces tilapia fillet|1/4 cup AP flour|3/4 cup corn meal|2  eggs beaten (1 for dip, 1 for sauce)|2  medium tomato diced|1  medium yellow onion diced|3 cloves garlic crushed|3 tablespoons chopped scallions|1 to 1 1/2 tablespoon fish sauce|1 1/2 teaspoon salt|1/2 teaspoon ground black pepper|3/4 cups water|1 cup cooking oil","Run salt and pepper on the tilapia fillet. Let it stand for 10 minutes|Heat the oil in a frying pan.|Dredge the tilapia in flour and then dip in the beaten egg. Roll the tilapia on the corn meal. Make sure that the fish is properly coated.|Fry each side until the color turns light to golden brown. Set aside.|Meanwhile, make the sauce by sauteing garlic, onion, and tomato.|Once the tomato and onion are soft, add the fish sauce and sprinkle some pepper.|Add water and then let boil. Simmer for 3 to 5 minutes.|Pour-in remaining beaten egg and then stir for 5 seconds.|Arrange the fried fish on a serving plate and then top with the sauce. You can also serve the sauce separately.|Serve. Share and enjoy!",304,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Fish-Kardilyo-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Breaded Shrimp with Sweet and Sour Sauce,,15 minutes,15 minutes,6,2 lbs medium shrimp peeled|2  eggs beaten|3/4 cups bread crumbs|1/2 cup AP flour|1 1/2 teaspoon salt|1/2 teaspoon ground black pepper|2 cups vegetable oil|3/4 cup sweet and sour sauce,Sprinkle salt and pepper on the shrimp. Let it stand for 15 minutes.|Heat the oil in a deep pan.|Dredge the shrimp in flour and then dip in the beaten eggs. Quickly roll the shrimp over the breadcrumbs. Make sure that the shrimp are properly coated.|Deep fry for 3 to 4 minutes or until the color turns golden brown.|Arrange in a plate lined with paper towels. This will absorb the oil.|Transfer to a serving plate. Serve with Sweet and Sour Sauce.|Share and enjoy!,170,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Breaded-Shrimp-wih-Sweet-and-Sour-Sauce-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Baked Pork Tenderloin with Peaches,,10 minutes,30 minutes,6,"3 lbs pork tenderloin whole|2 teaspoons salt|1/2 teaspoon ground black pepper|2 teaspoon dried thyme|2 teaspoon dried oregano|3 tablespoons olive oil|1  can 14 oz. sliced peaches, drained|1 teaspoon cinnamon powder|A dash of nutmeg|2 tablespoons brown sugar|3/4 cup dry white wine","Preheat oven to 520 degrees Fahrenheit|Combine salt, pepper, thyme, and oregano. Mix well.|Rub the mixture on the pork tenderloin.|Heat olive oil in a pan and then pan-fry the pork tenderloin for about 5 minutes or until all the sides are brown.|Arrange the pan-fried pork tenderloin in an oven rack. Bake for 18 minutes. Note: Let the tenderloin cook using the oven’s residual heat. Do not open the oven door until after 1 hour of turning the oven off.|Meanwhile, make the delicious peaches by placing the white wine in a sauce pan. Let it boil.|Add-in the peaches. Cook for 1 minute.|Put-in the cinnamon powder, nutmeg, and brown sugar. Stir and then cook some more until the liquid evaporates.|After one hour of having the tenderloin in the oven. Arrange the sliced pork and peaches in a serving plate.|Serve. Share and enjoy!",198,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Baked-Pork-Tenderloin-with-Peaches-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Parmesan Crusted Fish Recipe,,12 minutes,15 minutes,2,2 pieces 2 ounces fish fillet|1/4 cup grated Parmesan Cheese|1/2 teaspoon paprika|1 teaspoon dried parsley flakes|1/2 teaspoon ground black pepper|2 tablespoons olive oil,"Pre-heat the oven to 350 degrees Fahrenheit.|Combine the Parmesan cheese, paprika, parsley flakes, and ground black pepper. Mix well.|Rub the olive oil on the fish fillets.|Coat the fish with the Parmesan Cheese mixture. Let stand for 10 minutes.|Arrange the fish in a baking tray and then bake for 12 to 15 minutes.|Transfer to a serving plate.|Serve. Share and enjoy!",139,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/02/Parmesan-Crusted-Fish-152x152.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Filipino BBQ Pork Chop Recipe,,,15 minutes,6,3 lbs pork chop|3/4 cup soy sauce|3 tablespoons lemon juice|2 tablespoons Worcestershire sauce optional|1 tablespoon garlic powder|1/4 cup banana ketchup|2 teaspoons granulated white sugar|1 teaspoon salt|1 teaspoon ground black pepper|2 tablespoons cooking oil,"Make the marinade by combining the soy sauce, Worcestershire sauce, ketchup, lemon juice, salt, sugar, garlic powder, and pepper in a bowl. Mix until the sugar is diluted.|Place the pork chop in a large reseal able bag. Pour-in the marinade mixture in the bag. Let the air out and then seal.|Marinate the pork chop overnight or for at least 3 hours. Make sure to place the bag in the fridge while doing this.|Make the basting sauce by transferring the remaining marinade in a bowl and then add the cooking oil and about 3 tablespoons of banana ketchup.|Grill each side of the pork chop for 10 to 12 minutes in low to medium heat while basting both sides.|Arrange the BBQ Pork chop over warm white rice, in a plate covered with fresh banana leaf.|Serve with salted eggs, chopped tomato, and onion. Share and enjoy!",323,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2013/01/Filipino-BBQ-Pork-Chop-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
