title,summary,prep_time,cook_time,servings,ingredients,instructions,calories,carbohydrates,protein,fat,saturated_fat,polyunsaturated_fat,monounsaturated_fat,trans_fat,cholesterol,sodium,potassium,fiber,sugar,vitamin_a,vitamin_c,calcium,iron,image_url,Vegetarian,Low-Purine,Low-fat/Heart-Healthy,Low-Sodium,Lactose-free,Peanut Allergy,Shellfish Allergy,Fish Allergy,Halal or Kosher
Longganisa,Level up breakfast with homemade Longganisa. Serve these sweet and garlicky Filipino sausages with fried rice and eggs for a hearty meal!,60 minutes,20 minutes,2,"2 pounds lean ground pork; 1 pound pork fat, minced; 1 head garlic, peeled and minced; 2 tablespoons soy sauce; 2 tablespoons anisado wine; 1 tablespoon vinegar; cup brown sugar; 1 tablespoon salt; 1 teaspoon ground black pepper; 1 teaspoons paprika; hog casings, about 12 to 15 feet; 1 cup water; 2 tablespoons canola oil; funnel; kitchen twine","In a bowl, combine ground pork, pork fat, garlic, soy sauce, anisado wine, vinegar, brown sugar, salt, pepper, and paprika. Stir until well-blended. | Refrigerate for about 2 hours to allow flavors to meld and to firm up the meat mixture. | In a bowl, soak casings in warm water for about 30 minutes and drain well. In the sink, run warm water through casings. Check for spots with leaks and cut these sections. | On one end of the casing, insert the nozzle of a funnel. Scoop pork mixture into funnel and gently pack into casings, leaving about 5 inches on both ends. Tie off one end into a double knot. Alternatively, you can tie it with fine kitchen twine. | To make individual sausage links, pinch sausage at intervals of about 4 inches. Gently twist the sausage link at this ""pinched"" point in one complete rotation. | Repeat this process down the coil but alternating the direction of twisting (towards you and away from you) from one link to the next. Tie off the other end into a double knot or with kitchen twine. | Place in a ziplock bag and refrigerate overnight or freeze. | When ready to cook, cut sausage into individual links and prick once or twice. | In a pan over medium heat, combine links and water and bring to a boil. Lower heat, cover, and continue to cook until meat is cooked through and liquid is almost absorbed. | Add oil and continue to cook, stirring regularly, until sausages are caramelized. Remove from pan and serve hot.",603,10,13,56,21,6,26,0,90,795,252,0,9,89,1,25,1,https://www.kawalingpinoy.com/wp-content/uploads/2014/09/longganisa-8-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Tortang Tahong,"Seafood omelet with mussels, tomatoes, spring onions, and oyster sauce is simple to make yet tasty and filling. Serve this tortang tahong with steamed rice for breakfast or lunch!",10 minutes,20 minutes,4,"6 eggs; salt and pepper to taste; 2 tablespoons canola oil; 2 shallots, peeled and chopped; 2 cloves garlic, peeled and minced; 2 large Roma tomatoes, chopped; 1 cup mussel meat, cooked and removed from shell; 2 tablespoons oyster sauce; cup green onions, chopped","Preheat oven to 375 F. | In a bowl, combine eggs and salt and pepper to taste. Beat eggs until frothy. Set aside. | In a skillet over medium heat, heat oil. Add onions and garlic and cook until softened. | Add tomatoes and continue to cook, stirring occasionally, until softened. | Add mussels and cook for about 1 to 2 minutes. | Add oyster sauce and stir to combine. | Add beaten eggs, swirling pan to fully disperse over mussels. | Sprinkle green onions on top. | Cook for about 2 to 3 minutes or until eggs begin to set at the edges but still wet in the middle. | Transfer pan to oven. Continue to cook for about 8 to 10 minutes or until eggs are completely set. | Remove from heat and cut into wedges to serve.",279,10,23,16,3,0,0,0,278,675,594,1,2,860,16,85,6,https://www.kawalingpinoy.com/wp-content/uploads/2019/05/tortang-tahong-8-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Skinless Longganisa,"Skinless Longganisa with a delicious medley of sweet, savory, and garlicky flavors you'll love. Serve these Filipino pork sausages with garlic fried rice and sunny side eggs for a hearty and tasty breakfast meal!",20 minutes,10 minutes,12,"2 pounds ground pork; 1 cup brown sugar; 1 head garlic, peeled and minced; 2 tablespoons soy sauce; 1 tablespoon vinegar; 1 tablespoon salt; 2 teaspoons ground black pepper; 1 tablespoon cornstarch; 1 tablespoon canola oil","In a bowl, combine ground pork, ground pork fat, sugar, garlic, soy sauce, vinegar, salt, and pepper. | Add cornstarch. Mix until well-distributed. | On an individual sheet of plastic film or wax paper, spoon about a heaping tablespoon of pork mixture and form into a log. Roll and wrap tightly. | Repeat until all the mixture is shaped and wrapped. Arrange sausages in a ziplock bag or airtight container and freeze. | To cook, remove wax paper. In a wide pan over medium heat, arrange skinless longganisa in a single layer and add enough water to cover sausages halfway. | Bring to a simmer, cover, and cook until most of the water is reduced and sausages are cooked through. | Add the oil and cook, turning as needed, until longganisaÃ‚Â are lightly browned and caramelized. | Remove from pan and serve hot.",371,10,10,32,11,0,0,0,58,783,195,0,8,0,1,21,0,https://www.kawalingpinoy.com/wp-content/uploads/2018/09/skinless-longganisa-13-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Corned Beef Pandesal,"Pandesal with corned beef filling is the perfect midday snack! Soft, fluffy, and meaty, this Filipino-style bread roll is sure to be a family favorite!",240 minutes,30 minutes,24,"1 tablespoon canola oil; 2 cloves garlic, peeled and minced; 1 small onion, peeled and chopped; 1 can (12 ounces) corned beef; cup warm water; 1 package ( ounce) package active dry yeast; 1 cup lukewarm milk; 2 ounces butter, room temperature; 2 eggs, beaten; cup sugar; 1 teaspoons salt; 4 cups flour; cup fine breadcrumbs","In a wide pan over medium heat, heat oil.Ã‚Â Add the onions and garlicÃ‚Â and cook until softened. | Add the corned beef and cook, breaking apart to pieces, for about 5 to 7 minutes or until heated through. Season with salt and pepper. | Remove from pan and allow to completely cool. | In a bowl of your stand mixer, combine water, and yeast. Let mixture sit for 10 minutes until it becomes bubbly. Stir well. | In a small bowl, combine milk, butter, eggs, sugar, and salt. Stir together until incorporated. | Add the milk mixture and 2 cups of the flour to the yeast mixture. With the dough hook attachment, mix everything together on medium speed until incorporated. | Gradually add the remaining 2-Ã‚Â¼ cup flour in Ã‚Â½ cup increments and continue to combine all ingredients. | On a lightly floured surface, turn over the dough and knead, lightly adding flour as necessary, for about 10 minutes or until smooth, supple and elastic. | In a lightly oiled large bowl, place the dough. Cover with plastic film and allow to rise for about 1 to 1 Ã‚Â½ hours or until double in size. | Transfer dough to a lightly-floured surface. Divide into 24 pieces and flatten each portion with the palm of your hands to about Ã‚Â¼ inch thick. | Spoon about a tablespoon of the corned beef in the center of the dough. Fold the edges of the dough over the filling and pinch the ends while twisting it slightly to seal. | Roll each ball of dough in breadcrumbs and arrange them 1-inch apart on aÃ‚Â lightly-greased baking sheet with the seams side down. | Cover with a cloth and allow to rise for about 1 to 1 Ã‚Â½ hours or until double in size. | Bake in a 350 F oven for about 15 to 20 minutes or until golden brown. Serve hot.",168,23,5,5,2,0,0,0,27,361,92,0,5,95,4,24,1,https://www.kawalingpinoy.com/wp-content/uploads/2017/10/corned-beef-pandesal-buns-1-158x158.jpg,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Mango Bread Loaf,"Fresh mangos, raisins, and warm cinnamon make this mango bread the perfect sweet treat! Try this simple recipe for breakfast or an anytime snack.",10 minutes,60 minutes,9,"2 cups flour; 1 cup sugar; 2 teaspoons cinnamon; 2 teaspoons baking soda; teaspoon salt; cup oil; 2 eggs; 3 Manila mangoes (about 2 cups), peeled and chopped; cup raisins; 1 tablespoon lemon juice","Preheat oven to 350 F. | Grease a 9 x 5 loaf pan and set aside. | In a bowl, combine flour, sugar, ground cinnamon, baking soda, and salt. Whisk together until well-distributed. | In a small bowl, combine oil and eggs. Beat until well-blended and add to flour mixture. | Add mangoes, raisins, and lemon juice. Mix well. | Pour mixture into the prepared loaf pan and bake in the preheated oven for about 50 minutes to 1 hour or until a toothpick inserted in the middle comes out clean. | Remove from oven and allow to cool before slicing.",391,50,4,20,2,0,0,0,36,389,110,2,22,55,1,16,1,https://www.kawalingpinoy.com/wp-content/uploads/2020/04/mango-bread-loaf-6-158x158.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Tikoy,"Tikoy is a sweet sticky rice cake traditionally served on Chinese New Year. Coated with beaten eggs and pan-fried until golden brown, it's soft, chewy, and delicious for breakfast or midday snack.",5 minutes,60 minutes,8,canola oil; 1 cup sugar; 1 cups water; 2 glutinous rice flour; 2 eggs,"Fill the steamer pot with water and bring to a boil. Arrange the steamer basket over the pot. | Generously brush the bottom and sides of the round pan with oil and set aside. | In a bowl, combine sugar and water. Stir until dissolved. | In a large bowl, place glutinous rice flour. Gradually add water and whisk until smooth and lump-free. | Transfer the batter to the prepared pan and place in the steamer basket. Cover with a kitchen towel and steamer lid. Steam for about 50 to 60 minutes or until a toothpick inserted in the center comes out clean. | Remove pan from the steamer and allow the tikoy to cool completely. Run a knife on the edges to loosen the tikoy and invert on a flat working surface lined with plastic film. | Wrap the tikoy tightly with the plastic film and refrigerate for about 4 hours to overnight. | In a wide pan over medium heat, heat about 2 tablespoon oil. | Slice into Ã‚Â¼ inch thick pieces. | In a bowl, beat the eggs. Dip slices in beaten eggs to coat. | Place the tikoy slices single layer in the pan and fry for about 2 to 3 minutes on each side or until golden brown and slightly crispy on the outside, soft and chewy on the inside.",160,25,1,6,1,2,4,1,41,18,16,1,25,59,0,8,1,https://www.kawalingpinoy.com/wp-content/uploads/2022/02/homemade-tikoy-3-158x158.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Filipino Scrambled Eggs,"Level up your morning eggs with juicy tomatoes and onions! This Filipino scrambled eggs dish is packed with comfort food flavors and good-for-you nutrients. And it's quick and easy to make, and economical, too.",5 minutes,10 minutes,6,"6 eggs; 2 tablespoons butter; 2 large Roma tomatoes, chopped; 1 large onion, peeled and sliced thinly; salt and pepper to taste","In a large bowl, break the eggs and whisk until fluffy and without streaks of white. Set aside. | In a pan over low heat, add butter. When it begins to melt, add onions and cook until softened. | Add tomatoes and cook, mashing with the back of the spoon, until softened and release juice. Season with salt and pepper to taste. | Add beaten eggs over the tomato-onion mixture and allow to cook without stirring for about 20 to 30 seconds. | When it begins to set, gently fold with tomatoes and onions until combined. | Continue to cook until eggs are just set but still slightly wet. | Season with salt and pepper to taste. Remove from the pan and serve immediately.",107,3,6,8,4,1,3,1,174,98,138,1,1,527,4,32,1,https://www.kawalingpinoy.com/wp-content/uploads/2015/07/filipino-scrambled-eggs-3-158x158.jpg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Lugaw at Tokwa,"Warm-up your tummy with a comforting bowl of lugaw at tokwa! This Filipino-style rice congee with crisp tofu and vinaigrette dressing is delicious and filling as a breakfast or midday snack. It's easy to make and budget-friendly, too.",15 minutes,60 minutes,8,"1 cup glutinous rice; 8 cups water; 2 thumb-size ginger, pounded; 2 teaspoons salt; 2 packages (19 ounces each) firm tofu; 1 cup canola oil; cup vinegar; cup soy sauce; teaspoon salt; teaspoon pepper; 1 tablespoon sugar; 2 shallots, peeled and chopped; 2 Thai chili pepper, minced","Rinse rice with cold water two or three times. | In a pot over medium heat, combine rice and 8 cups of water. Bring to a boil, stirring occasionally. | Add ginger and salt. | Lower heat, cover, and cook for about 25 to 30 minutes or until rice grains are softened and have burst, with congee thickened as desired. | Drain tofu from packing liquid. Wrap tofu block in paper towels and weigh down with a small plate or cup for about 15 to 20 minutes to rid of excess moisture. Cut into 1-inch cubes. | In a cast-iron skillet over high heat, heat oil until very hot but not smoking. Add tofu and deep-fry, turning as necessary, until golden brown and crisp. Do not overcrowd the pan and cook tofu in batches as needed. | With a slotted spoon, remove tofu from the skillet and drain on paper towels. | In a pan over medium heat, combine vinegar, soy sauce, sugar, salt, and pepper. Bring to a boil, stirring occasionally, until sugar and salt are dissolved. | Add shallots and chili peppers and cook for about 30 to 40 seconds. | Add tofu cubes. Cook, tossing gently to combine, for about 30 seconds or just until heated through and coated with sauce. Remove from heat. | Ladle congee into serving bowls and garnish with green onions and fried garlic bits. Serve with a side of tofu.",249,25,15,10,1,5,4,1,0,1152,65,2,3,9,2,184,2,https://www.kawalingpinoy.com/wp-content/uploads/2015/05/lugaw-at-tokwa-3-158x158.jpg,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Puto Maya and Sikwate,"Puto Maya and Sikwate is a traditional Filipino breakfast or snack that consists of steamed glutinous rice with a cup of rich, thick hot chocolate and is usually served with a slice (or two) of juicy Manila mangoes. This delicious Cebuano delicacy is just what you need to jump-start your day!",10 minutes,60 minutes,8,"2 cups glutinous rice; 2 thumb-size ginger, peeled and grated; 1 can (13.5 ounces) coconut milk; cup sugar; teaspoon salt; Manila mangoes, peeled and sliced; 4 cups water; 4 pieces tablea; cup brown sugar","In a large bowl, place glutinous rice and add enough water to cover. Soak for about 1 hour and then drain. Under cold running water, rinse rice two to three times or until water runs clear. Drain well. | Fill the lower part of the steamer with water and bring to a boil over medium heat. | Place soaked rice in a steamer basket, spreading the rice across the surface. Place the basket over the steamer, cover, and steam rice for about 30 to 40 minutes or until half-done. | Meanwhile, squeeze the grated ginger using a cheesecloth to extract the juice. Discard fibers. | In a bowl, combine the coconut milk, the extracted ginger juice, sugar, and salt. Stir until sugar and salt are dissolved. | After 40 minutes or when rice is half done, gently add coconut milk mixture. Stir until well combined. | Continue to steam for about 20 to 30 minutes or until liquid is absorbed, and rice is fully cooked and tender but not mushy. Remove from heat. | While still hot, pack rice into a small bowl to shape and invert on a plate. Serve with mangoes and sikwate. Alternatively, spoon puto maya in folded banana leaves, shape into a triangle, and wrap with the leaves. | If cooking in a pot (or rice cooker), combine soaked rice, 1 thumb-size pounded ginger, coconut milk, sugar, and salt. | Over medium heat, bring to a boil uncovered for about 1 to 2 minutes, stirring until sugar and salt are dissolved. | Lower heat, cover, and continue to cook until liquid is absorbed and rice is fully cooked and tender but not mushy. | In a saucepot over medium heat, bring water to a boil. Add the tablea and brown sugar. | Cook, stirring occasionally, for about 3 to 5 minutes or until the tablea and sugar are fully dissolved. Serve hot.",401,73,5,11,9,1,1,0,1,165,256,2,33,560,19,35,3,https://www.kawalingpinoy.com/wp-content/uploads/2016/04/puto-maya-sikwate-1-158x158.jpg,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Ginisang Corned Beef,Corned Beef Guisado is quick and easy to make yet full of flavor. It's a hearty and tasty dish that's perfect for breakfast or brunch!,10 minutes,10 minutes,4,"2 tablespoons canola oil; 1 large potato, peeled and diced; 1 onion, peeled and chopped; 2 cloves garlic, peeled and minced; 1 can (11.5 ounces) chunky-style corned beef; cup water; salt and pepper to taste","In a skillet over medium heat, heat about 2 tablespoons of oil. | Add potatoes and cook until lightly browned. | Add onions and garlic and cook, stirring occasionally, until softened. | Add corned beef and water and bring to a boil, breaking meat into smaller pieces. | Cover, lower heat and cook for about 3 to 5 minutes or until potatoes are tender. | Season with salt and pepper to taste. Serve hot.",285,12,14,20,5,2,11,1,46,1041,523,2,2,2,36,22,2,https://www.kawalingpinoy.com/wp-content/uploads/2021/08/ginisang-corned-beef-7-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Corned Beef Frittata,"Turn your leftover corned beef hash into a delicious egg dish! Corned beef frittata is easy to make yet so filling and delicious. It's protein-rich, energy-packed, and perfect for breakfast, brunch, lunch, or dinner!",15 minutes,30 minutes,8,"3 tablespoons canola oil; 1 large potato, peeled and diced; 1 small onion, peeled and chopped; 2 cloves garlic, peeled and minced; 1 can (11.5 ounces) corned beef, chunky-style; cup water; salt and pepper to taste; cup frozen sweet peas, thawed; 8 eggs, beaten","Preheat oven to 400 F. | In a skillet over medium heat, heat about 2 tablespoons oil. Add potatoes and cook until lightly browned. | Add onions and garlic and cook, stirring occasionally, until softened. | Add corned beef and water and bring to a boil, breaking meat into smaller pieces. | Cover, lower heat and cook for about 3 to 5 minutes or until potatoes are tender. Season with salt and pepper to taste. | Add sweet peas. Continue to cook until peas are heated through and liquid is mostly reduced. Remove from pan. | In a bowl, combine eggs and corned beef mixture. Stir until combined. | In an 8-inch oven-safe pan or cast-iron skillet over medium heat, heat the remaining 1 tablespoon oil and swirl around the bottom to coat. | Add egg-corned beef mixture and cook just until edges begin to set. | Transfer the skillet to oven and bake for about 10 to 15 minutes or until the top is lightly browned and the egg mixture is barely set. | Remove from oven and allow to stand for about 1 to 2 minutes. To serve, slice into wedges.",228,8,13,16,4,3,8,1,187,583,344,1,1,308,22,38,2,https://www.kawalingpinoy.com/wp-content/uploads/2014/07/corned-beef-fritata-10-1200-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Taho,"Enjoy this easy-to-make and fun-to-eat vegan soy dessert! Taho is made of silken tofu, sago pearls, and brown sugar syrup, and is delicious for breakfast or any time you need a quick pick-me-upper!",5 minutes,10 minutes,8,"1 cup water; 1 cup dark brown sugar; 1 pandan leaf, tied into a knot; cup sago pearls; 2 packages (12 ounces each) soft silken tofu","In a pot over medium heat, bring enough water to cover sago pearls to a boil. Add sago pearls, stir gently, and cook for about 10 minutes or until translucent. Remove from heat, rinse well and drain. | In the pot, add boiled sago and enough cold water to cover. Cook over medium heat, stirring occasionally, and bring to a gentle boil. When water has boiled for about 6 to 10 minutes, remove from heat, rinse well and drain . | In the pot, add enough cold water to cover sago, and bring to a gentle boil. Repeat the process until pearls are tender but chewy and translucent with no white in the center. | Under cold, running water, rinse sago a few times to remove excess starch. Allow to cool. Use as needed or store in simple syrup until ready to use. | In a saucepan over medium heat, add water and pandan leaf and bring to a boil for about 2 to 3 minutes. Remove and discard pandan leaf. | Add brown sugar. Stir continuously until sugar is dissolved. Simmer, stirring continuously, until mixture is slightly thickened and syrupy. | Add cooked sago and continue to cook for about 2 to 3 minutes. | Place tofu block in a cheesecloth-lined steamer and steam for about 7 to 10 minutes or until heated through. | Alternatively, place tofu in an oven-safe dish, loosely wrap with plastic film, and microwave for about 40 to 50 seconds or until heated through. | Using a wide, flat serving spoon, divide tofu into serving bowls. Spoon sago and syrup on top. Serve warm.",213,44,4,2,1,1,1,0,0,39,190,1,28,0,1,50,1,https://www.kawalingpinoy.com/wp-content/uploads/2015/09/taho-2-158x158.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Arroz ala Cubana,"Arroz Cubano or Cuban Rice is easy to make and budget-friendly. The savory beef, white rice, fried saba bananas, and sunny-side-up eggs make a hearty and tasty meal the whole family will love.",10 minutes,30 minutes,6,"canola oil; 1 onion, peeled and minced; 4 cloves garlic, peeled and minced; 2 pounds ground beef; 1 cup tomato sauce; 2 tablespoons soy sauce; cup water; teaspoon sugar; 1 cup frozen sweet peas, thawed; salt and pepper to taste; 6 saba bananas, ripe but firm; 6 eggs; 6 cups steamed white rice","In a pan over medium heat, heat about 1 tablespoon of the oil. Add onions and garlic and cook until softened. | Add ground beef and cook, breaking apart with the back of a spoon, for about 10 to 15 minutes until lightly browned. Drain excess fat. | Add tomato sauce, soy sauce, water, and sugar. Bring to a boil for about 1 to 2 minutes, stirring until sugar is dissolved. | Lower heat, cover, and simmer until meat is cooked through and liquid is mostly reduced. | Add green peas and cook for about 2 to 3 minutes or until heated through. Season with salt and pepper to taste. | In a pan over medium heat, heat about Ã‚Â¼ cup of oil. | Peel bananas and slice lengthwise. Add bananas and cook, turning once or twice, until golden and lightly crisp. Remove from pan and drain on paper towels. | In the pan, add eggs and cook sunny side up, with the white part set and the yolks runny. | Serve the minced beef with steamed rice, fried bananas, and fried eggs.",802,80,40,36,13,2,15,2,271,699,1174,6,19,675,25,95,5,https://www.kawalingpinoy.com/wp-content/uploads/2014/06/arroz-a-la-cubana-6-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Tinapa Fried Rice,"Fried Rice with tinapa flakes is a hearty and tasty meal you'd love for breakfast or anytime of the day. It's easy to make, ready in minutes, and economical, too!",15 minutes,15 minutes,4,"4 cups cold cooked rice; 3 tablespoons canola oil; 2 eggs, well beaten; 1 onion, peeled and chopped; 3 cloves garlic, peeled and minced; 4 pieces tinapa galunggong, deboned and flaked; 2 green onions, chopped; 2 tablespoons soy sauce; salt and pepper to taste","Using hands, break rice to separate grains. Set aside. | In a wide pan or wok over medium heat, heat 1 tablespoon of the oil. Add eggs and cook, stirring regularly, until set but still moist. Remove from pan and keep warm. | In the pan, heat 1 tablespoon of the oil. Add onions and garlic and cook until softened. | Add tinapa flakes and cook, stirring regularly, for 2 to 3 minutes or until heated through. Remove from pan and keep warm. | In the pan, add the remaining 1 tablespoon oil and heat over high heat until almost smoking. Add rice and cook, spreading the rice on entire cooking surface of pan, for about 45 seconds or until grains start to sizzle and then toss to redistribute. Repeat a few times until rice is heated through. | Add soy sauce and season with salt and pepper to taste. | Add the tinapaÃ‚Â flakes, eggs, and green onions. Gently toss to distribute. Cook for another 1 to 2 minutes or until completely heated through. | Season with salt and pepper to taste. Serve hot.",460,48,31,15,2,0,0,0,138,596,512,1,1,180,3,54,1,https://www.kawalingpinoy.com/wp-content/uploads/2018/08/tinapa-fried-rice-9-158x158.jpg,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Calamansi Muffins,"Calamansi Muffins are perfect for breakfast, brunch, or as on-the-go snack. Super moist, tender, and drizzled with a tangy citrus glaze, they're sure to be a favorite!",10 minutes,20 minutes,12,"cup flour; cup sugar; teaspoon salt; cup butter, melted; 2 eggs; 1 cup sugar; cup vegetable oil; 1 tablespoon calamansi zest; 2 tablespoons fresh calamansi juice; 1 teaspoon baking soda; teaspoon salt; 1 cup sour cream; 2 cups flour; 1 cup powdered sugar; 3 tablespoons fresh calamansi juice","Preheat oven to 375 F. Line a large 12-hole muffin pan with paper cups. | In a bowl, combine crumb topping ingredients: flour, sugar, salt, and butter. Stir together with a fork and set aside. | In a bowl, beat eggs using an electric mixer for about 1-2 minutes until thick and frothy. | Add sugar and oil and continue to beat for about 1 to 2 minutes or until creamy. | Add calamansi zest, juice, baking soda, and salt. Beat for about 1 minute. | Add sour cream and beat until combined. | Add flour and using a spoon, stir just until combined. The batter will still be slightly lumpy. | Using a scoop, fill muffin cups up to Ã‚Â¾ full. Sprinkle the crumb topping mixture on top. | Bake for about 18-20 minutes or until a toothpick inserted in the center of muffin comes out clean. Let cool for about 3 to 5 minutes and then transfer to a rack to completely cool. | In a bowl, combine ingredients for calamansi glaze: powdered sugar and calamansi juice. Stir well until smooth. | Drizzle over muffins.",401,57,4,17,12,0,0,0,47,272,71,0,35,275,3,31,1,https://www.kawalingpinoy.com/wp-content/uploads/2020/01/calamansi-muffins-with-citrus-glaze-6-158x158.jpg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Chicken Tocino,"Chicken Tocino is a Filipino breakfast usually served with fried rice and sunny side-up eggs. It's sweet, garlicky, and sure to be a family favorite.",10 minutes,720 minutes,6,"1 cup pineapple juice; cup banana ketchup; cup sugar; 1 tablespoon garlic powder; 1 tablespoon salt; 2 pounds chicken thigh or leg meat, boneless and skinless; 1 cup water; 2 tablespoons canola oil","In a bowl, combine pineapple juice, ketchup, sugar, garlic powder, and salt, Stir until well distributed. | Add chicken and massage meat with curing mixture until evenly colored. Transfer to a covered container or ziplock bag and refrigerate for about 4 hours or overnight to cure. | In a pan over medium heat, add chicken including marinade and enough water to cover. | Bring to a boil. Lower heat, cover and simmer until meat is tender and cooked through, adding more water in Ã‚Â½ cup increments as needed. | When the meat is cooked through and liquid is mostly absorbed, add oil. Continue to cook, stirring regularly, until chicken is nicely browned and caramelized. Serve hot.",473,26,25,30,7,0,0,0,148,1374,408,1,23,169,4,17,1,https://www.kawalingpinoy.com/wp-content/uploads/2014/09/sweet-chicken-tocino-1-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Homemade Pork Tocino,"Pork Tocino is a Filipino dish cured in sugar, salt, pepper, and garlic. It's typically served with garlic fried rice and eggs for a delicious breakfast treat!",10 minutes,20 minutes,8,"2 pounds pork butt, sliced to -inch thick; 1 cup sugar; 1 tablespoon salt; 1 tablespoon garlic powder; teaspoon pepper; 2 drops red food coloring; 1 cup water; 2 tablespoons canola oil","In a bowl, combine pork, sugar, salt, garlic, pepper, and red food coloring. Massage meat with curing mixture until well-distributed and evenly colored. | Store in a covered container or ziplock bag and refrigerate overnight to cure. | In a pan over medium heat, add pork including marinade and enough water to cover. Bring to a boil. | Lower heat, cover and simmer until meat is tender and cooked through, adding more water in Ã‚Â½ cup increments as needed. | When water is completely absorbed and meat is tender, add oil and cook, stirring regularly, until meat caramelizes. Serve hot.",433,25,26,24,9,0,0,0,102,949,385,0,25,0,0,30,1,https://www.kawalingpinoy.com/wp-content/uploads/2013/06/pork-tocino-4-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Beef Potato and Pechay Soup,"Beef Potato and Pechay Soup is cooked picadillo-style with beef short ribs, potatoes, and pechay in a tomato-based broth. So hearty and flavorful!",15 minutes,60 minutes,4,"1 tablespoon oil; 1 onion, peeled and chopped; 3 cloves garlic, peeled and minced; 2 pounds beef short ribs; 5 ripe Roma tomatoes, chopped; 1 tablespoon fish sauce; 5 cups water; 2 medium potatoes, peeled and diced; 1 bunch pechay, chopped; salt and pepper to taste","Rinse beef ribs and drain well. | In a large pot over medium heat, heat oil. Add onions and garlic and cook until softened. | Add beef spare ribs and cook, stirring occasionally, until lightly browned. | Add tomatoes and cook, mashing with the back of spoon, until softened and release juice. | Add fish sauce and continue to cook for about 1 to 2 minutes. | Add water and bring to a boil, skimming scum that floats on top. Lower heat, cover, and cook for about 50 to 60 minutes or until meat is fork-tender. Add more water in Ã‚Â½ cup increments as needed to maintain about 5 cups. | Add potatoes and cook for about 7 to 10 minutes or until tender. | Add pechay and cook for about 2 to 3 minutes or until tender yet crisp. | Season with salt and pepper to taste. Serve hot.",457,30,38,21,8,2,10,0,98,624,1814,6,7,10032,129,275,6,https://www.kawalingpinoy.com/wp-content/uploads/2014/07/beef-potato-pechay-soup-3-158x158.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Miswang Ebun with Patola,"Miswang Ebun with Patola is a hearty, comforting soup that is easy to make and budget-friendly. It is nourishing and satisfying, whether for a cold day or when you want a quick meal fix.",10 minutes,20 minutes,4,"1 tablespoon oil; 1 onion, peeled and chopped; 3 cloves garlic, peeled and minced; 1 tablespoon fish sauce; 6 cups water; 2 MAGGI Chicken Cubes; 3 medium patola, peeled and cut into -inch thick rounds; 2 ounces miswa noodles; salt and pepper to taste","In a pan over medium heat, heat oil. Add onions and garlic and cook until softened. | Add fish sauce. | Add water and bring to a simmer. | Add Magic Sarap and stir until dissolved | Add patola and cook for 2 to 3 minutes or until tender-crisp. | Place egg in a small ramekin and gently slide into hot broth one at a time. Cook on a gentle simmer for 3 to 5 minutes or until white is set. Do not stir until the eggs are set to prevent them from falling apart. Skim off any foam that rises on top. | Add miswa noodles and cook for 1 minute or just until softened. | Season with salt and pepper to taste. Serve hot.",123,20,3,4,0,1,2,0,0,412,450,2,5,295,29,49,1,https://www.kawalingpinoy.com/wp-content/uploads/2024/10/miswang-ebun-with-patola-158x158.jpg,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
